customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_bucket,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_tier,revenue_at_risk
0394-YONDK,Male,0,Yes,Yes,70,49+,Two year,No,Credit card (automatic),25.15,1790.15,No,0.0027,Low,0.81
6574-MCOEH,Female,0,Yes,Yes,33,25-48,One year,DSL,Electronic check,79.15,2531.4,No,0.1722,Low,163.56
7399-QHBJS,Female,0,Yes,Yes,72,49+,Two year,DSL,Credit card (automatic),66.75,4760.3,No,0.0038,Low,3.04
3049-SOLAY,Female,0,Yes,No,3,0-12,Month-to-month,Fiber optic,Electronic check,95.2,292.85,Yes,0.8245,High,941.91
0997-YTLNY,Female,0,No,Yes,19,13-24,Month-to-month,DSL,Mailed check,48.8,953.65,No,0.1308,Low,76.6
3317-HRTNN,Female,1,No,No,5,0-12,Month-to-month,DSL,Electronic check,45.7,198.0,Yes,0.6551,High,359.26
9479-HYNYL,Female,0,Yes,No,71,49+,Two year,DSL,Credit card (automatic),80.7,5705.05,No,0.0158,Low,15.3
3235-ETOOB,Male,0,Yes,No,8,0-12,Month-to-month,Fiber optic,Electronic check,74.5,609.9,Yes,0.5637,High,503.95
9708-KFDBY,Male,0,No,No,1,0-12,Month-to-month,No,Credit card (automatic),20.55,20.55,No,0.1745,Low,43.03
8058-INTPH,Female,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,79.65,79.65,Yes,0.748,High,714.94
3642-GKTCT,Female,0,No,No,61,49+,One year,Fiber optic,Mailed check,115.1,6993.65,No,0.1293,Low,178.59
0774-RMNUW,Female,0,Yes,Yes,71,49+,Two year,DSL,Bank transfer (automatic),59.7,4122.65,No,0.0078,Low,5.59
1334-PDUKM,Female,0,Yes,No,68,49+,One year,Fiber optic,Credit card (automatic),86.45,5762.95,No,0.0642,Low,66.6
0756-MPZRL,Male,0,No,No,46,25-48,One year,DSL,Credit card (automatic),33.7,1537.85,No,0.0408,Low,16.5
2242-MFOTG,Male,0,No,No,33,25-48,One year,Fiber optic,Bank transfer (automatic),80.1,2603.3,No,0.1462,Low,140.53
2927-CVULT,Female,0,Yes,Yes,53,49+,Two year,Fiber optic,Bank transfer (automatic),104.05,5566.4,No,0.049,Low,61.18
2144-BFDSO,Female,1,Yes,No,50,49+,Month-to-month,Fiber optic,Bank transfer (automatic),108.75,5431.9,No,0.2953,Low,385.37
8745-PVESG,Female,0,No,No,57,49+,One year,DSL,Credit card (automatic),41.1,2258.25,No,0.0242,Low,11.94
7647-GYYKX,Female,0,Yes,Yes,54,49+,Two year,No,Bank transfer (automatic),20.35,1092.35,No,0.0056,Low,1.37
5647-FXOTP,Female,1,Yes,No,60,49+,Month-to-month,Fiber optic,Electronic check,105.9,6401.25,No,0.4899,Medium,622.56
5569-OUICF,Female,1,Yes,No,28,25-48,Month-to-month,Fiber optic,Credit card (automatic),101.3,2812.2,Yes,0.5444,High,661.77
8821-XNHVZ,Female,0,Yes,Yes,1,0-12,Month-to-month,Fiber optic,Mailed check,80.05,80.05,Yes,0.6375,High,612.38
2082-OJVTK,Male,0,Yes,Yes,29,25-48,Month-to-month,Fiber optic,Electronic check,89.2,2698.35,Yes,0.5852,High,626.4
9700-ISPUP,Female,0,Yes,Yes,10,0-12,Month-to-month,DSL,Electronic check,65.5,616.9,No,0.3045,Medium,239.34
9839-ETQOE,Male,0,No,Yes,43,25-48,Month-to-month,DSL,Electronic check,40.45,1912.85,No,0.1254,Low,60.87
6078-VESFR,Male,1,Yes,No,13,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),70.45,849.1,No,0.4613,Medium,389.98
9027-TMATR,Female,0,Yes,No,43,25-48,Two year,DSL,Electronic check,78.8,3460.3,No,0.0472,Low,44.63
5940-NFXKV,Male,0,Yes,Yes,19,13-24,Month-to-month,Fiber optic,Electronic check,83.65,1465.75,Yes,0.6519,High,654.38
1941-HOSAM,Male,0,Yes,Yes,1,0-12,Month-to-month,Fiber optic,Electronic check,90.1,90.1,No,0.7532,High,814.36
9110-HSGTV,Female,0,No,No,69,49+,Two year,DSL,Credit card (automatic),82.45,5555.3,No,0.0122,Low,12.07
0704-VCUMB,Female,0,Yes,No,61,49+,Two year,No,Credit card (automatic),20.25,1278.8,No,0.0035,Low,0.85
6171-ZTVYB,Male,0,Yes,No,43,25-48,Month-to-month,DSL,Bank transfer (automatic),66.25,2907.35,No,0.0541,Low,43.01
8053-WWDRO,Female,0,Yes,No,6,0-12,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0.1526,Low,35.71
9564-KCLHR,Male,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,51.25,51.25,Yes,0.2655,Low,163.28
1935-IMVBB,Male,0,Yes,No,56,49+,Month-to-month,Fiber optic,Mailed check,89.7,4952.95,No,0.2702,Low,290.84
2535-PBCGC,Female,0,Yes,No,70,49+,Two year,DSL,Bank transfer (automatic),64.55,4504.9,No,0.0108,Low,8.37
2082-CEFLT,Male,0,No,No,1,0-12,Month-to-month,DSL,Electronic check,45.6,45.6,Yes,0.5129,High,280.66
1470-PSXNM,Male,0,Yes,Yes,49,49+,One year,Fiber optic,Electronic check,93.65,4520.15,No,0.2469,Low,277.47
1213-NGCUN,Female,0,No,No,6,0-12,Month-to-month,DSL,Bank transfer (automatic),49.65,267.35,Yes,0.289,Low,172.19
2498-XLDZR,Female,0,Yes,Yes,32,25-48,Two year,DSL,Mailed check,73.6,2316.85,No,0.0179,Low,15.81
9866-OCCKE,Female,1,Yes,No,72,49+,Two year,Fiber optic,Mailed check,109.75,8075.35,No,0.0737,Low,97.06
5338-YHWYT,Male,0,No,Yes,37,25-48,Two year,DSL,Credit card (automatic),61.45,2302.35,No,0.0096,Low,7.08
7718-UPSKJ,Female,0,Yes,No,69,49+,One year,Fiber optic,Credit card (automatic),106.4,7251.9,No,0.0678,Low,86.57
8731-WBBMB,Female,0,Yes,No,26,25-48,Month-to-month,DSL,Bank transfer (automatic),81.9,2078.55,No,0.1557,Low,153.02
1448-CYWKC,Female,0,Yes,Yes,58,49+,One year,Fiber optic,Credit card (automatic),105.2,6225.4,No,0.1905,Low,240.49
7901-IIDQV,Male,0,No,No,24,13-24,One year,DSL,Bank transfer (automatic),54.6,1242.25,No,0.0869,Low,56.94
2690-DVRVK,Male,0,Yes,Yes,5,0-12,One year,No,Electronic check,20.55,99.45,No,0.0971,Low,23.94
5688-KZTSN,Male,0,Yes,Yes,15,13-24,Month-to-month,No,Electronic check,20.0,288.05,Yes,0.1679,Low,40.3
1270-XKUCC,Female,0,Yes,Yes,30,25-48,Two year,No,Mailed check,19.7,599.25,No,0.0128,Low,3.03
0334-ZFJSR,Female,0,Yes,No,55,49+,One year,DSL,Credit card (automatic),66.05,3462.1,No,0.0237,Low,18.78
2894-QOJRX,Female,0,Yes,No,25,25-48,Month-to-month,DSL,Bank transfer (automatic),34.0,853.0,Yes,0.3723,Medium,151.9
5747-PMBSQ,Male,1,Yes,No,10,0-12,Month-to-month,Fiber optic,Mailed check,92.5,934.1,Yes,0.5453,High,605.28
5583-EJXRD,Male,0,Yes,Yes,44,25-48,Two year,DSL,Credit card (automatic),54.05,2375.2,No,0.0227,Low,14.72
4565-EVZMJ,Female,0,No,No,47,25-48,One year,DSL,Mailed check,58.9,2813.05,No,0.0267,Low,18.87
3143-JQEGI,Female,0,Yes,Yes,13,13-24,Month-to-month,Fiber optic,Electronic check,88.35,1222.8,Yes,0.6055,High,641.95
6386-SZZKH,Female,0,Yes,Yes,49,49+,Two year,Fiber optic,Bank transfer (automatic),107.95,5293.2,Yes,0.1047,Low,135.63
3327-YBAKM,Female,0,Yes,No,64,49+,One year,Fiber optic,Mailed check,96.9,6314.35,No,0.1036,Low,120.47
9441-QHEVC,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.1,19.1,No,0.1976,Low,45.29
6705-LNMDD,Male,0,No,No,20,13-24,Month-to-month,DSL,Mailed check,50.0,1003.05,No,0.1517,Low,91.02
2580-ASVVY,Female,0,Yes,No,37,25-48,Two year,DSL,Electronic check,45.4,1593.1,No,0.0407,Low,22.17
3370-GQEAL,Male,0,Yes,Yes,30,25-48,Month-to-month,Fiber optic,Electronic check,85.45,2509.95,No,0.4711,Medium,483.07
5032-USPKF,Female,0,No,No,38,25-48,One year,DSL,Bank transfer (automatic),84.1,3187.65,No,0.0793,Low,80.03
2982-IHMFT,Female,1,No,No,1,0-12,Month-to-month,Fiber optic,Mailed check,74.45,74.45,Yes,0.7296,High,651.82
3521-SYVOR,Female,0,No,No,37,25-48,Month-to-month,DSL,Electronic check,64.75,2345.2,Yes,0.3113,Medium,241.88
4254-QPEDE,Female,0,Yes,No,52,49+,Two year,DSL,Credit card (automatic),66.25,3330.1,No,0.0187,Low,14.87
6283-GITPX,Male,0,No,Yes,71,49+,Two year,DSL,Credit card (automatic),76.9,5522.7,No,0.0062,Low,5.72
9526-JAWYF,Male,0,No,No,26,25-48,Month-to-month,Fiber optic,Electronic check,89.8,2335.3,Yes,0.442,Medium,476.3
0771-CHWSK,Male,0,No,No,66,49+,Two year,DSL,Credit card (automatic),74.6,4798.4,No,0.0173,Low,15.49
9788-HNGUT,Male,0,Yes,No,72,49+,Two year,Fiber optic,Credit card (automatic),116.95,8594.4,No,0.0527,Low,73.96
9495-REDIY,Male,0,No,Yes,25,25-48,One year,DSL,Credit card (automatic),40.65,970.55,No,0.1265,Low,61.71
5375-XLDOF,Male,0,Yes,Yes,69,49+,Two year,Fiber optic,Bank transfer (automatic),114.35,7665.8,No,0.0447,Low,61.34
1172-VIYBP,Male,0,Yes,Yes,53,49+,Two year,DSL,Bank transfer (automatic),69.7,3686.05,No,0.0156,Low,13.05
5649-VUKMC,Female,0,No,No,12,0-12,One year,Fiber optic,Mailed check,95.5,1115.15,Yes,0.3876,Medium,444.19
6559-PDZLR,Male,0,No,No,26,25-48,Month-to-month,Fiber optic,Electronic check,98.65,2537.0,No,0.5607,High,663.76
8992-OBVDG,Male,0,No,No,21,13-24,Month-to-month,DSL,Mailed check,61.65,1393.6,No,0.2352,Low,174.0
4273-MBHYA,Female,0,No,Yes,1,0-12,Month-to-month,Fiber optic,Electronic check,89.35,89.35,No,0.7493,High,803.4
4724-WXVWF,Male,0,No,No,48,25-48,Month-to-month,Fiber optic,Electronic check,95.4,4445.3,No,0.3083,Medium,352.94
5701-GUXDC,Female,0,Yes,No,26,25-48,One year,DSL,Credit card (automatic),35.4,978.6,No,0.0846,Low,35.94
1460-UZPRJ,Male,0,Yes,No,60,49+,Two year,No,Mailed check,19.95,1258.15,No,0.0042,Low,1.01
6082-GLJIX,Male,0,No,No,18,13-24,Month-to-month,No,Mailed check,19.25,331.35,No,0.1005,Low,23.22
5143-EGQFK,Female,1,No,No,10,0-12,Month-to-month,DSL,Electronic check,29.65,291.4,Yes,0.499,Medium,177.54
4919-IKATY,Male,0,Yes,Yes,5,0-12,Month-to-month,Fiber optic,Electronic check,84.5,453.75,Yes,0.5961,High,604.45
2495-TTHBQ,Female,0,No,Yes,4,0-12,One year,No,Mailed check,20.4,84.75,No,0.1035,Low,25.34
0485-ZBSLN,Male,0,Yes,Yes,65,49+,Two year,No,Credit card (automatic),24.75,1715.1,No,0.0035,Low,1.04
3810-PJUHR,Male,0,Yes,Yes,70,49+,Two year,No,Mailed check,25.35,1715.15,No,0.003,Low,0.91
9050-QLROH,Male,0,No,No,18,13-24,Month-to-month,Fiber optic,Credit card (automatic),90.7,1597.25,Yes,0.597,High,649.77
0847-HGRML,Male,0,No,Yes,62,49+,Two year,No,Bank transfer (automatic),20.0,1250.1,No,0.0027,Low,0.65
8232-CTLKO,Female,0,Yes,Yes,66,49+,Two year,DSL,Electronic check,59.75,3996.8,No,0.0162,Low,11.62
9227-YBAXE,Female,0,Yes,Yes,65,49+,Two year,DSL,Bank transfer (automatic),82.5,5215.1,No,0.0157,Low,15.54
6168-WFVVF,Female,1,No,No,3,0-12,Month-to-month,Fiber optic,Electronic check,70.3,235.5,Yes,0.7159,High,603.93
9860-LISIZ,Female,0,No,No,34,25-48,Month-to-month,No,Mailed check,20.35,673.2,No,0.0486,Low,11.87
0112-QAWRZ,Male,0,Yes,Yes,16,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),90.8,1442.2,No,0.5703,High,621.4
0877-SDMBN,Female,0,No,No,54,49+,One year,Fiber optic,Bank transfer (automatic),103.95,5639.05,Yes,0.2058,Low,256.71
2786-GCDPI,Female,1,No,No,50,49+,Month-to-month,Fiber optic,Electronic check,104.95,5222.35,No,0.5021,High,632.34
4043-MKDTV,Male,0,Yes,No,71,49+,Two year,Fiber optic,Electronic check,105.25,7291.75,No,0.0741,Low,93.59
8065-YKXKD,Female,0,No,No,10,0-12,Month-to-month,Fiber optic,Electronic check,74.75,799.65,Yes,0.702,High,629.69
9637-EIHEQ,Female,0,No,No,1,0-12,Month-to-month,DSL,Electronic check,50.8,50.8,Yes,0.4136,Medium,252.13
9229-RQABD,Male,0,No,No,18,13-24,One year,No,Mailed check,23.75,424.5,No,0.0709,Low,20.21
8313-KTIHG,Male,0,No,No,4,0-12,Month-to-month,DSL,Electronic check,61.3,249.4,No,0.4436,Medium,326.31
5320-BRKGK,Female,0,Yes,Yes,58,49+,Two year,DSL,Mailed check,75.8,4415.75,No,0.0116,Low,10.55
6284-KMNUF,Female,0,Yes,No,56,49+,One year,Fiber optic,Electronic check,98.0,5270.6,No,0.2575,Low,302.82
9689-PTNPG,Male,0,No,No,2,0-12,Month-to-month,Fiber optic,Electronic check,80.25,144.55,Yes,0.7419,High,714.45
9465-RWMXL,Male,0,Yes,No,32,25-48,Month-to-month,Fiber optic,Electronic check,78.9,2447.95,Yes,0.5375,High,508.9
6229-UOLQL,Male,0,Yes,Yes,56,49+,One year,DSL,Mailed check,52.0,2884.9,No,0.0287,Low,17.91
2362-IBOOY,Male,0,No,No,36,25-48,Month-to-month,Fiber optic,Electronic check,84.75,3050.15,Yes,0.5745,High,584.27
3137-LUPIX,Female,0,No,No,4,0-12,Month-to-month,DSL,Mailed check,64.4,253.0,No,0.4472,Medium,345.6
0843-WTBXE,Male,0,No,No,53,49+,Month-to-month,Fiber optic,Bank transfer (automatic),85.45,4517.25,Yes,0.2691,Low,275.94
6143-JQKEA,Male,0,No,No,10,0-12,Month-to-month,DSL,Credit card (automatic),45.8,436.2,No,0.3241,Medium,178.13
8676-OOQEJ,Male,0,No,No,4,0-12,Month-to-month,DSL,Electronic check,30.5,118.4,No,0.4357,Medium,159.47
5515-IDEJJ,Male,0,Yes,Yes,1,0-12,Month-to-month,No,Mailed check,19.9,19.9,Yes,0.1638,Low,39.12
9701-CDXHR,Female,0,Yes,No,51,49+,Month-to-month,Fiber optic,Mailed check,69.15,3649.6,No,0.1847,Low,153.26
7450-NWRTR,Male,1,No,No,12,0-12,Month-to-month,Fiber optic,Electronic check,99.45,1200.15,Yes,0.806,High,961.88
8124-NZVGJ,Female,0,No,No,6,0-12,One year,DSL,Mailed check,49.25,255.6,No,0.3756,Medium,221.98
2162-FRZAA,Male,0,Yes,Yes,63,49+,Two year,DSL,Bank transfer (automatic),39.35,2395.05,No,0.0077,Low,3.64
5376-DEQCP,Female,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,70.6,70.6,Yes,0.6974,High,590.84
5118-MUEYH,Female,0,Yes,No,48,25-48,Month-to-month,Fiber optic,Credit card (automatic),105.1,5083.55,No,0.3542,Medium,446.72
9095-HFAFX,Female,0,No,No,5,0-12,Month-to-month,Fiber optic,Credit card (automatic),81.0,389.6,Yes,0.6225,High,605.07
5627-TVBPP,Female,0,No,Yes,35,25-48,One year,No,Credit card (automatic),20.1,644.5,No,0.0243,Low,5.86
2379-ENZGV,Male,0,No,No,6,0-12,Month-to-month,Fiber optic,Electronic check,84.85,523.5,Yes,0.6845,High,696.96
3936-QQFLL,Male,0,No,No,2,0-12,Month-to-month,No,Mailed check,19.75,39.3,No,0.1874,Low,44.41
2589-AYCRP,Female,0,No,No,50,49+,One year,No,Bank transfer (automatic),19.75,989.05,No,0.0113,Low,2.68
4067-HLYQI,Female,0,No,No,33,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),70.4,2406.1,No,0.3484,Medium,294.33
5124-EOGYE,Male,0,No,No,31,25-48,Two year,No,Mailed check,20.45,638.55,No,0.015,Low,3.68
5057-RKGLH,Female,0,Yes,Yes,9,0-12,Two year,No,Mailed check,20.35,191.1,No,0.0322,Low,7.86
0292-WEGCH,Female,0,Yes,Yes,54,49+,Month-to-month,DSL,Electronic check,86.2,4524.05,No,0.1525,Low,157.75
8910-ICHIU,Female,0,No,No,46,25-48,One year,Fiber optic,Credit card (automatic),95.65,4664.2,No,0.1261,Low,144.74
4097-YODCF,Male,0,No,Yes,34,25-48,One year,Fiber optic,Electronic check,103.8,3470.8,No,0.313,Medium,389.87
9715-WZCLW,Male,0,Yes,Yes,71,49+,Two year,Fiber optic,Electronic check,97.2,6910.3,No,0.0918,Low,107.08
9786-YWNHU,Female,0,Yes,Yes,63,49+,Two year,DSL,Mailed check,63.55,4014.2,No,0.0045,Low,3.43
6407-GSJNL,Female,0,No,No,51,49+,Two year,No,Bank transfer (automatic),24.95,1288.0,No,0.0078,Low,2.34
6005-OBZPH,Female,1,No,No,26,25-48,Month-to-month,Fiber optic,Electronic check,89.15,2277.65,Yes,0.6437,High,688.63
4049-ZPALD,Female,0,Yes,No,64,49+,Two year,Fiber optic,Bank transfer (automatic),99.0,6375.8,No,0.0678,Low,80.55
7932-WPTDS,Female,1,Yes,No,1,0-12,Month-to-month,DSL,Electronic check,24.8,24.8,Yes,0.6856,High,204.03
3733-UOCWF,Male,1,Yes,No,61,49+,One year,Fiber optic,Bank transfer (automatic),85.55,5251.75,No,0.1015,Low,104.2
6833-JMZYP,Female,0,No,No,15,13-24,Month-to-month,Fiber optic,Credit card (automatic),94.0,1505.45,No,0.6202,High,699.59
2722-VOJQL,Male,0,No,No,64,49+,One year,Fiber optic,Credit card (automatic),105.65,6903.1,Yes,0.1525,Low,193.34
1310-QRITU,Female,0,No,No,18,13-24,Month-to-month,DSL,Electronic check,50.3,913.3,No,0.4166,Medium,251.46
8961-QDZZJ,Female,0,Yes,Yes,57,49+,One year,Fiber optic,Electronic check,95.0,5535.8,No,0.202,Low,230.28
9715-SBVSU,Male,0,Yes,Yes,14,13-24,Two year,DSL,Bank transfer (automatic),61.4,815.55,No,0.0665,Low,49.0
8490-BXHEO,Male,1,No,No,18,13-24,Month-to-month,Fiber optic,Credit card (automatic),80.55,1411.65,No,0.5351,High,517.23
7173-TETGO,Female,1,Yes,No,72,49+,Two year,Fiber optic,Bank transfer (automatic),78.5,5602.25,No,0.0285,Low,26.85
7929-SKFGK,Male,0,Yes,No,70,49+,Two year,Fiber optic,Credit card (automatic),114.3,8244.3,No,0.0408,Low,55.96
2300-RQGOI,Female,0,No,No,38,25-48,Two year,No,Mailed check,20.05,741.5,No,0.0107,Low,2.57
3563-SVYLG,Male,0,Yes,Yes,68,49+,Two year,DSL,Credit card (automatic),62.65,4375.8,No,0.0036,Low,2.71
5228-EXCET,Male,0,No,No,13,13-24,Month-to-month,Fiber optic,Electronic check,80.85,1008.7,Yes,0.6635,High,643.73
6435-VWCCY,Male,1,Yes,No,65,49+,Two year,Fiber optic,Credit card (automatic),92.7,5968.4,No,0.0652,Low,72.53
4998-IKFSE,Female,0,No,No,30,25-48,Month-to-month,Fiber optic,Electronic check,100.45,3096.9,No,0.5938,High,715.77
8630-QSGXK,Male,0,Yes,No,51,49+,Two year,DSL,Bank transfer (automatic),75.2,3901.25,No,0.0492,Low,44.4
2455-USLMV,Female,0,No,No,31,25-48,Month-to-month,Fiber optic,Credit card (automatic),84.75,2613.4,No,0.3379,Medium,343.64
7394-FKDNK,Female,0,Yes,No,9,0-12,Month-to-month,Fiber optic,Electronic check,89.45,853.1,Yes,0.6768,High,726.48
9488-FVZCC,Female,0,Yes,Yes,72,49+,Two year,DSL,Bank transfer (automatic),79.5,5661.7,No,0.0089,Low,8.49
6331-LWDTQ,Male,0,No,No,10,0-12,Month-to-month,DSL,Credit card (automatic),72.15,794.25,Yes,0.5083,High,440.09
5995-WWKKG,Female,0,No,No,37,25-48,One year,No,Electronic check,19.8,695.05,No,0.0419,Low,9.96
1597-FZREH,Female,0,No,No,2,0-12,Month-to-month,DSL,Electronic check,76.4,160.8,Yes,0.4108,Medium,376.62
7879-CGSFV,Male,0,No,No,55,49+,One year,Fiber optic,Mailed check,100.9,5552.05,No,0.1415,Low,171.33
9921-EZKBY,Male,0,No,Yes,33,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),95.3,3275.15,No,0.3563,Medium,407.46
7432-FFVAR,Female,0,Yes,Yes,46,25-48,One year,Fiber optic,Bank transfer (automatic),90.95,4236.6,No,0.0866,Low,94.52
7246-ZGQDF,Female,0,No,Yes,1,0-12,Month-to-month,DSL,Electronic check,54.5,54.5,No,0.209,Low,136.69
7000-WCEVQ,Female,1,No,No,20,13-24,Month-to-month,DSL,Mailed check,61.6,1174.35,Yes,0.4111,Medium,303.89
0727-IWKVK,Male,0,Yes,No,9,0-12,Month-to-month,Fiber optic,Electronic check,79.9,741.7,Yes,0.6059,High,580.94
5959-BELXA,Male,1,No,No,32,25-48,Month-to-month,Fiber optic,Credit card (automatic),96.15,3019.25,Yes,0.5992,High,691.36
4456-RHSNB,Female,0,Yes,Yes,19,13-24,Month-to-month,DSL,Bank transfer (automatic),49.6,962.9,No,0.2195,Low,130.65
3512-IZIKN,Female,0,Yes,No,70,49+,Two year,DSL,Credit card (automatic),65.3,4759.75,Yes,0.0063,Low,4.94
2481-SBOYW,Female,0,No,Yes,61,49+,Two year,No,Credit card (automatic),25.0,1498.35,No,0.0055,Low,1.65
7109-MFBYV,Male,0,No,No,26,25-48,Month-to-month,DSL,Electronic check,45.45,1233.15,No,0.2134,Low,116.39
1833-TCXKK,Male,0,Yes,No,45,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),107.75,4882.8,No,0.4527,Medium,585.34
1832-PEUTS,Male,0,Yes,Yes,62,49+,Two year,Fiber optic,Credit card (automatic),89.1,5411.65,No,0.0767,Low,82.01
6141-OOXUQ,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.65,19.65,Yes,0.1949,Low,45.96
8660-BUETV,Female,0,No,No,3,0-12,Month-to-month,DSL,Mailed check,44.75,148.05,No,0.332,Medium,178.28
0580-PIQHM,Female,0,Yes,Yes,41,25-48,One year,Fiber optic,Bank transfer (automatic),101.6,3930.55,No,0.1459,Low,177.88
5696-CEIQJ,Male,0,Yes,Yes,67,49+,Two year,Fiber optic,Bank transfer (automatic),103.15,6895.5,No,0.0346,Low,42.83
7503-ZGUZJ,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Mailed check,84.65,84.65,Yes,0.7483,High,760.12
1696-HXOWK,Female,0,Yes,No,71,49+,One year,Fiber optic,Mailed check,95.65,6856.95,No,0.0683,Low,78.39
3026-ATZYV,Female,0,Yes,Yes,37,25-48,One year,DSL,Bank transfer (automatic),75.1,2658.8,No,0.0475,Low,42.81
4012-YCFAI,Male,0,Yes,No,60,49+,Two year,DSL,Mailed check,61.35,3766.2,No,0.0087,Low,6.4
2506-TNFCO,Female,1,Yes,No,1,0-12,Month-to-month,Fiber optic,Electronic check,69.55,69.55,Yes,0.7373,High,615.35
9970-QBCDA,Female,0,No,No,6,0-12,Month-to-month,No,Credit card (automatic),19.7,129.55,No,0.1446,Low,34.18
8718-PTMEZ,Female,0,No,No,13,13-24,Month-to-month,DSL,Electronic check,31.05,347.25,Yes,0.4668,Medium,173.93
9496-IVVRP,Female,0,Yes,Yes,11,0-12,Month-to-month,DSL,Bank transfer (automatic),51.0,581.7,No,0.1481,Low,90.64
2207-OBZNX,Male,0,No,No,7,0-12,Month-to-month,DSL,Mailed check,51.0,354.05,Yes,0.2839,Low,173.75
2657-VPXTA,Female,0,Yes,Yes,10,0-12,Month-to-month,Fiber optic,Electronic check,88.85,929.45,No,0.7044,High,751.03
6551-VLJMV,Male,0,Yes,No,34,25-48,Two year,No,Credit card (automatic),20.05,679.0,No,0.0121,Low,2.91
1221-GHZEP,Female,0,No,No,62,49+,Two year,DSL,Mailed check,65.1,3846.75,No,0.0118,Low,9.22
9289-LBQVU,Male,0,Yes,No,64,49+,One year,DSL,Mailed check,70.15,4480.7,No,0.0416,Low,35.02
6142-VSJQO,Female,0,Yes,Yes,1,0-12,Month-to-month,DSL,Bank transfer (automatic),44.35,44.35,Yes,0.3726,Medium,198.3
3458-IDMFK,Male,0,No,No,25,25-48,Two year,No,Mailed check,20.75,499.4,No,0.0278,Low,6.92
6933-FHBZC,Female,0,No,No,26,25-48,One year,DSL,Mailed check,56.05,1553.2,No,0.1061,Low,71.36
0221-NAUXK,Male,0,No,Yes,10,0-12,One year,No,Bank transfer (automatic),19.95,219.5,No,0.0779,Low,18.65
9770-KXGQU,Female,0,No,No,53,49+,One year,Fiber optic,Mailed check,98.6,5311.85,No,0.1134,Low,134.17
6437-UKHMV,Female,0,No,No,7,0-12,Month-to-month,Fiber optic,Electronic check,79.7,586.05,Yes,0.7107,High,679.71
6538-POCHL,Male,0,No,No,33,25-48,Month-to-month,Fiber optic,Credit card (automatic),79.0,2576.8,No,0.3157,Medium,299.28
6726-NNFWD,Female,1,Yes,No,71,49+,Two year,Fiber optic,Credit card (automatic),89.45,6435.25,No,0.0389,Low,41.76
3002-WQZWT,Female,0,No,No,29,25-48,Month-to-month,Fiber optic,Electronic check,74.2,1993.25,No,0.5466,High,486.69
4277-UDIEF,Male,0,Yes,Yes,24,13-24,Month-to-month,DSL,Bank transfer (automatic),81.0,1923.85,No,0.1514,Low,147.16
1208-NBVFH,Male,0,Yes,Yes,20,13-24,Month-to-month,DSL,Electronic check,49.6,939.8,No,0.2853,Low,169.81
4912-PIGUY,Female,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,84.6,84.6,No,0.7982,High,810.33
1114-CENIM,Male,0,No,Yes,54,49+,Month-to-month,DSL,Credit card (automatic),55.0,3092.65,Yes,0.0798,Low,52.67
6060-DRTNL,Female,1,No,No,5,0-12,Month-to-month,Fiber optic,Mailed check,84.85,415.55,Yes,0.6796,High,691.97
2725-TTRIQ,Female,0,Yes,Yes,72,49+,Two year,DSL,Bank transfer (automatic),84.2,5986.55,No,0.0143,Low,14.45
3374-TTZTK,Male,0,Yes,No,52,49+,Two year,Fiber optic,Electronic check,106.3,5487.0,No,0.0927,Low,118.25
8990-ZXLSU,Female,0,No,No,9,0-12,Month-to-month,Fiber optic,Electronic check,69.05,651.5,No,0.5598,High,463.85
2275-RBYQS,Female,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,45.4,45.4,No,0.4326,Medium,235.68
8473-VUVJN,Male,1,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,73.65,73.65,Yes,0.7934,High,701.21
6289-CPNLD,Male,0,Yes,Yes,33,25-48,One year,DSL,Mailed check,73.9,2405.05,Yes,0.1034,Low,91.7
5536-SLHPM,Female,0,Yes,No,55,49+,Month-to-month,Fiber optic,Electronic check,77.75,4458.15,Yes,0.368,Medium,343.34
4419-UJMUS,Male,0,Yes,Yes,69,49+,Two year,Fiber optic,Electronic check,99.35,6856.45,No,0.0982,Low,117.07
7794-JASDG,Male,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,50.75,50.75,No,0.3353,Medium,204.2
7609-YBPXG,Male,0,No,No,54,49+,Two year,DSL,Bank transfer (automatic),87.1,4735.2,No,0.021,Low,21.95
5519-TEEUH,Male,0,No,Yes,33,25-48,One year,No,Mailed check,20.15,682.15,No,0.0306,Low,7.4
